"if_you_experience_symptoms_of_warning_signs,_which_specialist_would_you_consult?",do_you_know_what_is_a_brain_stroke?,how_soon_would_you_consult_a_specialist_after_experiencing_the_first_symptom?,"do_you_think_sudden_confusion_,trouble_speaking_or_understanding_speech_is_a_stroke_symptom?","do_you_think_sudden_numbness_or_weakness_of_face,_arm_or_leg_is_a_symptom_of_stroke?",do_you_think_sudden_nosebleed_is_a_stroke_of_symptom?,do_you_think_trouble_seeing_in_one_or_both_the_eyes_is_a_stroke_symptom?,age,gender,educational_level,salary,first_contact_after_experiencing_symptom,how_soon_treatment_should_be_taken_after_noticing_symptoms,where_to_go_after_experiencing_symptoms_of_brain_stroke,stroke_symptoms,risk_factors,what_advice_would_you_give_for_someone_experiencing_stroke_symptoms,score_specialist,score_know_stroke,score_action_first_symptom,score_confusion,score_numbness,score_nosebleed,score_vision,score_first_contact,score_urgency,score_location,score_symptoms,score_risk,score_advice,total_raw_score,awareness_score,awareness_category
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Male,graduate,"4,00,001 - 6,00,000",emergency_services,immediately,emergency_services,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,4,1,0,1,1,0,1,4,2,4,3,2,0,94,8.1,Moderate Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,not_specified,family/friend,immediately,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",call_emergency_services,4,1,2,1,1,0,1,0,2,0,3,2,3,66,5.69,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"4,00,001 - 6,00,000",emergency_services,immediately,emergency_services,"dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",other,0,1,0,1,1,0,1,4,2,4,0,2,0,73,6.29,Moderate Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,graduate,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,0,2,3,2,2,0,54,4.66,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,2,1,1,0,1,4,2,3,1,2,0,77,6.64,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",family/friend,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache",other,seek_medical_help,0,1,2,1,1,0,1,0,2,3,3,0,0,57,4.91,Low Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,26-40,Male,graduate,"2,00,001 - 4,00,000",no_response,immediately,doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,4,1,2,1,1,0,1,0,2,0,3,2,0,60,5.17,Low Awareness
Orthopedic,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,4,2,3,3,2,0,77,6.64,Moderate Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness",age_or_family_history_of_stroke_gender,call_emergency_services,0,1,0,1,1,0,1,4,2,3,3,0,3,77,6.64,Moderate Awareness
Neurologist,No,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,4,0,0,1,1,0,1,0,0,0,3,2,0,39,3.36,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,graduate,"4,00,001 - 6,00,000",doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",unaware,0,1,0,1,1,0,1,0,0,0,3,2,0,32,2.76,Low Awareness
Orthopedic,Yes,Within a day,yes,yes,yes,yes,60+,Female,high school,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,3,2,3,3,2,0,72,6.21,Moderate Awareness
Physician,No,Within a day,yes,yes,yes,yes,26-40,Female,high school,"4,00,001 - 6,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,0,0,1,1,0,1,3,2,3,2,2,0,64,5.52,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness","diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,0,1,1,0,1,4,2,3,2,2,0,74,6.38,Moderate Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,graduate,not_specified,family/friend,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",avoid_food_or_drink_sleep,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",doctor,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",avoid_food_or_drink_sleep,0,1,2,1,1,0,1,0,0,0,3,2,0,38,3.28,Low Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,0-15,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,for_ct_scan_or_diagnostic,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,4,1,2,1,1,0,1,4,2,0,3,2,0,80,6.9,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,graduate,"2,00,001 - 4,00,000",emergency_services,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",other,0,1,2,1,1,0,1,4,0,0,3,2,0,58,5.0,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",keep_the_person_calm,4,1,0,1,1,0,1,4,2,3,3,2,0,89,7.67,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,family/friend,immediately,hospital_or_medical_centre,"paralysis_or_weakness,vision_problems,dizziness","diabetes_or_obesity, Unaware",other,0,1,2,1,1,0,1,0,2,3,2,1,0,57,4.91,Low Awareness
Neurologist,No,Immediately,yes,yes,yes,yes,41-60,Male,speciality,"4,00,001 - 6,00,000",emergency_services,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache",age_or_family_history_of_stroke_gender,keep_the_person_calm,4,0,2,1,1,0,1,4,0,3,3,0,0,74,6.38,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",call_emergency_services,0,1,2,1,1,0,1,4,2,3,3,2,3,89,7.67,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Male,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",keep_the_person_calm,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16,Moderate Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",call_emergency_services,4,1,2,1,1,0,1,4,2,3,3,2,3,101,8.71,High Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",emergency_services,after_few_days_(2-3days_or_week),hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",call_emergency_services,0,1,0,1,1,0,1,4,0,3,3,2,3,73,6.29,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Male,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,0,1,2,1,1,0,1,4,2,3,3,2,3,89,7.67,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,immediately,doctor_or_specialist,"paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,2,1,1,0,1,4,2,0,2,2,0,65,5.6,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Male,graduate,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,2,1,0,1,1,0,1,0,2,3,3,2,0,63,5.43,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",avoid_food_or_drink_sleep,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16,Moderate Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,doctor,immediately,doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness",diabetes_or_obesity,no_response,2,1,2,1,1,0,1,0,2,0,3,1,0,51,4.4,Low Awareness
Physician,No,Immediately,yes,yes,yes,yes,15-25,Male,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,0,0,2,1,1,0,1,0,2,3,3,2,3,64,5.52,Low Awareness
Orthopedic,Yes,Within a day,yes,yes,yes,yes,60+,Male,graduate,not_specified,emergency_services,immediately,other,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,0,1,1,0,1,4,2,0,2,2,0,59,5.09,Low Awareness
Physician,No,Immediately,yes,yes,yes,yes,41-60,Female,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,0,2,1,1,0,1,4,2,3,2,2,0,75,6.47,Moderate Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Male,graduate,"2,00,001 - 4,00,000",doctor,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,0,0,3,3,2,0,65,5.6,Low Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,4,2,3,3,2,0,95,8.19,Moderate Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,family/friend,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,2,1,1,0,1,0,2,3,2,2,0,60,5.17,Low Awareness
Physician,No,Within a day,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,0,0,1,1,0,1,4,2,3,3,2,0,72,6.21,Moderate Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",keep_the_person_calm,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,0,1,1,0,1,4,2,3,3,2,0,89,7.67,Moderate Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Female,high school,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,0,1,1,0,1,3,2,3,3,2,0,84,7.24,Moderate Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,4,2,3,3,2,0,95,8.19,Moderate Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,4,2,3,3,2,0,77,6.64,Moderate Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,60+,Female,graduate,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,3,2,3,3,2,0,90,7.76,Moderate Awareness
Physician,Yes,Within a day,yes,maybe,maybe,maybe,60+,Female,high school,not_specified,family/friend,immediately,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",call_emergency_services,0,1,0,1,0,1,0,0,2,0,3,2,3,43,3.71,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,immediately,emergency_services,"dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",other,0,1,0,1,1,0,1,4,2,4,0,2,0,73,6.29,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",no_response,immediately,doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,2,1,1,0,1,0,2,0,3,2,0,48,4.14,Low Awareness
Physician,No,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,0,0,0,1,1,0,1,0,0,0,3,2,0,27,2.33,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",family/friend,after_few_days_(2-3days_or_week),other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,2,1,0,1,1,0,1,0,0,0,3,2,0,38,3.28,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",unaware,4,1,0,1,1,0,1,0,0,0,3,2,0,44,3.79,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,"4,00,001 - 6,00,000",family/friend,after_few_days_(2-3days_or_week),other,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,4,1,0,1,1,0,1,0,0,0,3,2,0,44,3.79,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,2,1,2,1,1,0,1,4,2,0,3,2,0,74,6.38,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,doctor,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",avoid_food_or_drink_sleep,0,1,2,1,1,0,1,0,0,0,3,2,0,38,3.28,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,no_response,for_ct_scan_or_diagnostic,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",call_emergency_services,2,1,2,1,1,0,1,4,0,0,3,2,3,70,6.03,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,not_specified,emergency_services,immediately,for_ct_scan_or_diagnostic,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",other,0,1,2,1,1,0,1,4,2,0,3,2,0,68,5.86,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,2,1,2,1,1,0,1,3,2,3,3,2,0,84,7.24,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,0,1,2,1,1,0,1,3,2,3,3,2,0,78,6.72,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"4,00,001 - 6,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",keep_the_person_calm,0,1,2,1,1,0,1,3,2,3,3,2,0,78,6.72,Moderate Awareness
Physician,Yes,Within a week,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",keep_the_person_calm,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",other,0,1,2,1,1,0,1,4,0,0,3,2,0,58,5.0,Low Awareness
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",keep_the_person_calm,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,graduate,"2,00,001 - 4,00,000",family/friend,immediately,doctor_or_specialist,"vision_problems,dizziness,headache",Unaware,seek_medical_help,0,1,2,1,1,0,1,0,2,0,1,0,0,36,3.1,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",family/friend,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, age_or_family_history_of_stroke_gender, Unaware",keep_the_person_calm,0,1,2,1,1,0,1,0,2,3,3,1,0,60,5.17,Low Awareness
Physician,No,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache",age_or_family_history_of_stroke_gender,keep_the_person_calm,0,0,2,1,1,0,1,4,0,3,3,0,0,62,5.34,Low Awareness
Physician,No,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",emergency_services,immediately,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,0,0,2,1,1,0,1,4,2,0,3,2,3,69,5.95,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,immediately,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",call_emergency_services,0,1,2,1,1,0,1,4,2,0,3,2,3,74,6.38,Moderate Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,family/friend,immediately,hospital_or_medical_centre,"paralysis_or_weakness,vision_problems,dizziness","diabetes_or_obesity, Unaware",other,0,1,2,1,1,0,1,0,2,3,2,1,0,57,4.91,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Male,graduate,"4,00,001 - 6,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",keep_the_person_calm,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16,Moderate Awareness
