"if_you_experience_symptoms_of_warning_signs,_which_specialist_would_you_consult?",do_you_know_what_is_a_brain_stroke?,how_soon_would_you_consult_a_specialist_after_experiencing_the_first_symptom?,"do_you_think_sudden_confusion_,trouble_speaking_or_understanding_speech_is_a_stroke_symptom?","do_you_think_sudden_numbness_or_weakness_of_face,_arm_or_leg_is_a_symptom_of_stroke?",do_you_think_sudden_nosebleed_is_a_stroke_of_symptom?,do_you_think_trouble_seeing_in_one_or_both_the_eyes_is_a_stroke_symptom?,age,gender,educational_level,salary,first_contact_after_experiencing_symptom,how_soon_treatment_should_be_taken_after_noticing_symptoms,where_to_go_after_experiencing_symptoms_of_brain_stroke,stroke_symptoms,risk_factors,what_advice_would_you_give_for_someone_experiencing_stroke_symptoms,score_specialist,score_know_stroke,score_action_first_symptom,score_confusion,score_numbness,score_nosebleed,score_vision,score_first_contact,score_urgency,score_location,score_symptoms,score_risk,score_advice,score_symptoms_combined,total_raw_score,symptom_awareness_score,awareness_score,awareness_category,awareness_specialist,awareness_know_stroke,awareness_action_first_symptom,awareness_symptom_checklist,awareness_first_contact,awareness_urgency,awareness_location,awareness_risk_factors,awareness_advice
Neurologist,No,Within a week,yes,yes,yes,yes,15-25,Male,speciality,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,1,1,0,1,0,0,0,0,0,0,12,24,4.8,2.07,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Maybe,Immediately,maybe,yes,yes,maybe,26-40,Male,graduate,"above 8,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,2,0,1,0,0,0,0,0,0,0,0,5,23,2.0,1.98,Low Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Yes,Within a day,yes,yes,yes,maybe,15-25,Female,undergraduate,"below 2,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,1,1,1,1,0,0,0,0,0,0,0,0,10,30,4.0,2.59,Low Awareness,High Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Yes,Within a week,no,no,no,maybe,15-25,Male,speciality,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,1,0,0,0,2,0,0,0,0,0,0,0,4,21,1.6,1.81,Low Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Maybe,Immediately,yes,yes,yes,yes,15-25,Female,graduate,"below 2,00,000",no_response,no_response,Unknown /No Response,"paralysis_or_weakness,vision_problems",Unaware,no_response,0,0,2,1,1,0,1,0,0,0,2,0,0,18,24,7.2,2.07,Low Awareness,Low Awareness,Low Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,maybe,15-25,Male,graduate,"6,00,001 - 8,00,000",no_response,no_response,Unknown /No Response,speech_or_confusion,Unaware,no_response,2,1,2,1,1,0,0,0,0,0,1,0,0,13,30,5.2,2.59,Low Awareness,Moderate Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,maybe,maybe,15-25,Female,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,"speech_or_confusion,paralysis_or_weakness,vision_problems",Unaware,no_response,2,1,2,1,1,1,0,0,0,0,3,0,0,21,38,8.4,3.28,Low Awareness,Moderate Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Maybe,Immediately,maybe,no,yes,yes,15-25,Female,graduate,"4,00,001 - 6,00,000",no_response,after_few_days_(2-3days_or_week),doctor_or_specialist,headache,blood_pressure_or_heart_problem,no_response,4,0,2,0,0,0,1,0,0,0,0,1,0,2,23,0.8,1.98,Low Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Moderate Awareness,Low Awareness
Neurologist,Maybe,Within a week,yes,yes,maybe,maybe,15-25,Female,graduate,"below 2,00,000",family/friend,immediately,hospital_or_medical_centre,no_response,Unaware,no_response,4,0,0,1,1,1,0,0,2,3,0,0,0,12,49,4.8,4.22,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness
Neurologist,No,Immediately,no,yes,yes,maybe,15-25,Male,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,2,0,1,0,0,0,0,0,0,0,0,5,23,2.0,1.98,Low Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Yes,Immediately,yes,yes,no,yes,15-25,Female,undergraduate,not_specified,no_response,no_response,Unknown /No Response,"paralysis_or_weakness,dizziness",Unaware,no_response,4,1,2,1,1,2,1,0,0,0,1,0,0,19,42,7.6,3.62,Low Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,Within a day,no,no,no,no,15-25,Male,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,1,0,0,2,0,0,0,0,0,0,0,4,13,1.6,1.12,Low Awareness,Moderate Awareness,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,No,Within a month,no,no,no,no,15-25,Female,speciality,"below 2,00,000",no_response,no_response,Unknown /No Response,no_response,other,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,4,16,1.6,1.38,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,Within a week,no,no,no,no,15-25,Male,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,I would not consult a specialist,no,no,no,maybe,15-25,Female,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Within a day,no,no,no,no,15-25,Female,graduate,"above 8,00,000",no_response,no_response,Unknown /No Response,dizziness,Unaware,no_response,2,1,1,0,0,2,0,0,0,0,0,0,0,4,18,1.6,1.55,Low Awareness,Moderate Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Immediately,no,no,no,no,15-25,Male,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,paralysis_or_weakness,Unaware,no_response,2,1,2,0,0,2,0,0,0,0,1,0,0,7,24,2.8,2.07,Low Awareness,Moderate Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Maybe,Within a month,no,no,no,no,15-25,Male,other,"2,00,001 - 4,00,000",unaware,unaware,Unknown /No Response,no_response,Unaware,unaware,4,0,0,0,0,2,0,0,0,0,0,0,0,4,16,1.6,1.38,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,Immediately,maybe,maybe,maybe,maybe,26-40,Female,graduate,"below 2,00,000",family/friend,unaware,Unknown /No Response,no_response,other,other,2,0,2,0,0,1,0,0,0,0,0,0,0,2,14,0.8,1.21,Low Awareness,Moderate Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,Other,no,no,no,no,15-25,Male,other,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Yes,Within a week,maybe,maybe,no,yes,26-40,Female,graduate,not_specified,no_response,no_response,doctor_or_specialist,paralysis_or_weakness,other,no_response,4,1,0,0,0,2,1,0,0,0,1,0,0,9,26,3.6,2.24,Low Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Within a day,maybe,maybe,no,maybe,60+,Male,high school,"4,00,001 - 6,00,000",unaware,after_few_days_(2-3days_or_week),doctor_or_specialist,"paralysis_or_weakness,vision_problems",other,no_response,2,1,1,0,0,2,0,0,0,0,2,0,0,10,24,4.0,2.07,Low Awareness,Moderate Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Immediately,yes,no,no,yes,26-40,Female,graduate,"below 2,00,000",family/friend,no_response,doctor_or_specialist,no_response,other,seek_medical_help,2,1,2,1,0,2,1,0,0,0,0,0,0,11,28,4.4,2.41,Low Awareness,Moderate Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Yes,Immediately,maybe,maybe,no,maybe,15-25,Female,graduate,"below 2,00,000",doctor,immediately,doctor_or_specialist,paralysis_or_weakness,other,no_response,4,1,2,0,0,2,0,0,2,0,1,0,0,7,40,2.8,3.45,Low Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,Within a week,maybe,maybe,maybe,no,26-40,Female,graduate,"below 2,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0.8,0.69,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,"speech_or_confusion,paralysis_or_weakness",Unaware,no_response,2,1,2,1,1,0,1,0,0,0,2,0,0,18,35,7.2,3.02,Low Awareness,Moderate Awareness,High Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Within a week,yes,yes,yes,yes,15-25,Female,graduate,"below 2,00,000",emergency_services,immediately,hospital_or_medical_centre,paralysis_or_weakness,other,seek_medical_help,2,1,0,1,1,0,1,4,2,3,1,0,0,15,71,6.0,6.12,Moderate Awareness,Moderate Awareness,High Awareness,Low Awareness,Moderate Awareness,High Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a month,yes,yes,no,yes,15-25,Male,undergraduate,not_specified,no_response,no_response,hospital_or_medical_centre,"paralysis_or_weakness,vision_problems",other,no_response,0,1,0,1,1,2,1,0,0,3,2,0,0,22,42,8.8,3.62,Low Awareness,Low Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness
Physician,Maybe,Within a day,maybe,yes,maybe,maybe,15-25,Male,graduate,not_specified,no_response,no_response,Unknown /No Response,headache,Unaware,no_response,2,0,1,0,1,1,0,0,0,0,0,0,0,7,16,2.8,1.38,Low Awareness,Moderate Awareness,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",No,Other,maybe,maybe,maybe,maybe,15-25,Male,graduate,"below 2,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.8,0.17,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,No,I would not consult a specialist,no,no,no,no,15-25,Female,undergraduate,"below 2,00,000",no_response,no_response,Unknown /No Response,headache,Unaware,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,4,16,1.6,1.38,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",No,Other,no,no,no,no,15-25,Male,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,1.6,0.34,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,Immediately,yes,yes,no,yes,15-25,Male,high school,"below 2,00,000",no_response,no_response,Unknown /No Response,headache,Unaware,no_response,2,0,2,1,1,2,1,0,0,0,0,0,0,16,28,6.4,2.41,Low Awareness,Moderate Awareness,Low Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Yes,Immediately,yes,yes,no,yes,15-25,Male,speciality,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,headache,Unaware,no_response,4,1,2,1,1,2,1,0,0,0,0,0,0,16,39,6.4,3.36,Low Awareness,High Awareness,High Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Yes,Within a day,yes,yes,maybe,maybe,15-25,Female,other,"4,00,001 - 6,00,000",family/friend,immediately,doctor_or_specialist,speech_or_confusion,diabetes_or_obesity,seek_medical_help,4,1,1,1,1,1,0,0,2,0,1,1,0,15,48,6.0,4.14,Low Awareness,High Awareness,High Awareness,Moderate Awareness,Moderate Awareness,Low Awareness,High Awareness,Low Awareness,Moderate Awareness,Low Awareness
Neurologist,No,Within a month,yes,no,no,maybe,26-40,Male,speciality,"2,00,001 - 4,00,000",family/friend,no_response,hospital_or_medical_centre,no_response,Unaware,ensure_rest_and_safety,4,0,0,1,0,2,0,0,0,3,0,0,0,9,36,3.6,3.1,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness
Physician,Maybe,Within a week,maybe,maybe,maybe,maybe,26-40,Female,speciality,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0.8,0.69,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Maybe,I would not consult a specialist,no,no,no,no,15-25,Female,graduate,"2,00,001 - 4,00,000",doctor,unaware,Unknown /No Response,dizziness,other,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Immediately,no,no,no,no,26-40,Female,graduate,not_specified,doctor,no_response,other,no_response,other,other,2,1,2,0,0,2,0,0,0,0,0,0,0,4,21,1.6,1.81,Low Awareness,Moderate Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,Within a day,maybe,maybe,maybe,maybe,26-40,Female,graduate,"below 2,00,000",no_response,no_response,doctor_or_specialist,no_response,Unaware,no_response,2,0,1,0,0,1,0,0,0,0,0,0,0,2,11,0.8,0.95,Low Awareness,Moderate Awareness,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,maybe,yes,maybe,yes,15-25,Female,other,"below 2,00,000",no_response,no_response,Unknown /No Response,paralysis_or_weakness,Unaware,no_response,0,1,2,0,1,1,1,0,0,0,1,0,0,12,23,4.8,1.98,Low Awareness,Low Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,Within a day,maybe,maybe,maybe,maybe,15-25,Female,graduate,not_specified,no_response,no_response,Unknown /No Response,no_response,other,no_response,2,0,1,0,0,1,0,0,0,0,0,0,0,2,11,0.8,0.95,Low Awareness,Moderate Awareness,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Immediately,yes,maybe,yes,yes,26-40,Female,graduate,"below 2,00,000",doctor,no_response,emergency_services,"paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",ensure_rest_and_safety,2,1,2,1,0,0,1,0,0,4,2,3,0,13,59,5.2,5.09,Low Awareness,Moderate Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,High Awareness,Low Awareness
Orthopedic,Yes,Within a day,no,no,no,no,15-25,Female,graduate,"4,00,001 - 6,00,000",doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache",other,other,0,1,1,0,0,2,0,0,0,0,3,0,0,13,21,5.2,1.81,Low Awareness,Low Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,Immediately,yes,no,no,no,26-40,Female,graduate,"below 2,00,000",doctor,immediately,Unknown /No Response,no_response,other,other,2,0,2,1,0,2,0,0,2,0,0,0,0,9,31,3.6,2.67,Low Awareness,Moderate Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",No,Within a month,maybe,no,no,no,26-40,Male,graduate,"2,00,001 - 4,00,000",unaware,unaware,Unknown /No Response,no_response,other,other,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,1.6,0.34,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,Within a month,no,maybe,maybe,maybe,15-25,Female,high school,not_specified,no_response,no_response,Unknown /No Response,speech_or_confusion,Unaware,no_response,2,0,0,0,0,1,0,0,0,0,1,0,0,5,11,2.0,0.95,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,I would not consult a specialist,no,no,no,no,26-40,Female,other,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Immediately,maybe,maybe,maybe,maybe,15-25,Female,graduate,not_specified,no_response,no_response,Unknown /No Response,"paralysis_or_weakness,dizziness",Unaware,no_response,2,1,2,0,0,1,0,0,0,0,1,0,0,5,22,2.0,1.9,Low Awareness,Moderate Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,No,Within a week,yes,yes,yes,yes,15-25,Female,graduate,"above 8,00,000",hospital,immediately,other,"vision_problems,headache",other,observe_and_monitor_symptoms,4,0,0,1,1,0,1,3,2,0,1,0,0,15,52,6.0,4.48,Low Awareness,High Awareness,Low Awareness,Low Awareness,Moderate Awareness,Moderate Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Within a day,yes,yes,maybe,maybe,26-40,Female,graduate,"6,00,001 - 8,00,000",family/friend,after_few_days_(2-3days_or_week),doctor_or_specialist,"vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",seek_medical_help,2,1,1,1,1,1,0,0,0,0,1,3,0,15,38,6.0,3.28,Low Awareness,Moderate Awareness,High Awareness,Moderate Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,maybe,maybe,maybe,maybe,26-40,Female,graduate,"2,00,001 - 4,00,000",family/friend,immediately,hospital_or_medical_centre,"paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",seek_medical_help,0,1,1,0,0,1,0,0,2,3,2,4,0,8,53,3.2,4.57,Low Awareness,Low Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,High Awareness,Moderate Awareness,High Awareness,Low Awareness
Physician,Yes,Immediately,maybe,maybe,maybe,maybe,26-40,Male,graduate,"2,00,001 - 4,00,000",family/friend,immediately,doctor_or_specialist,"vision_problems,dizziness,headache",Unaware,seek_medical_help,2,1,2,0,0,1,0,0,2,0,1,0,0,5,32,2.0,2.76,Low Awareness,Moderate Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,maybe,maybe,maybe,maybe,60+,Female,high school,"4,00,001 - 6,00,000",doctor,after_few_days_(2-3days_or_week),Unknown /No Response,"paralysis_or_weakness,vision_problems,headache",Unaware,other,0,1,1,0,0,1,0,0,0,0,2,0,0,8,16,3.2,1.38,Low Awareness,Low Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Yes,Within a week,maybe,maybe,maybe,maybe,15-25,Male,graduate,"below 2,00,000",doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,vision_problems,diabetes_or_obesity,no_response,4,1,0,0,0,1,0,0,0,0,1,1,0,5,25,2.0,2.16,Low Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Moderate Awareness,Low Awareness
Neurologist,No,Immediately,no,no,no,yes,15-25,Male,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,2,0,0,2,1,0,0,0,0,0,0,6,24,2.4,2.07,Low Awareness,High Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Within a day,maybe,maybe,maybe,maybe,15-25,Female,graduate,"4,00,001 - 6,00,000",family/friend,after_few_days_(2-3days_or_week),other,paralysis_or_weakness,smoking_or_alcohol_or_drugs,no_response,2,1,1,0,0,1,0,0,0,0,1,1,0,5,22,2.0,1.9,Low Awareness,Moderate Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Moderate Awareness,Low Awareness
Physician,No,I would not consult a specialist,no,yes,no,no,15-25,Male,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,1,2,0,0,0,0,0,0,0,9,15,3.6,1.29,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",No,Immediately,yes,yes,yes,yes,60+,Male,graduate,"above 8,00,000",doctor,immediately,doctor_or_specialist,no_response,other,seek_medical_help,0,0,2,1,1,0,1,0,2,0,0,0,0,12,28,4.8,2.41,Low Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,Within a week,no,no,maybe,no,15-25,Male,graduate,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0.8,0.69,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Immediately,no,no,no,no,15-25,Female,graduate,"below 2,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,1,2,0,0,2,0,0,0,0,0,0,0,4,21,1.6,1.81,Low Awareness,Moderate Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,No,I would not consult a specialist,no,no,no,no,15-25,Male,graduate,"below 2,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Physician,Yes,Within a week,yes,yes,maybe,yes,41-60,Male,graduate,"above 8,00,000",emergency_services,no_response,hospital_or_medical_centre,no_response,other,seek_medical_help,2,1,0,1,1,1,1,4,0,3,0,0,0,14,60,5.6,5.17,Low Awareness,Moderate Awareness,High Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness,Moderate Awareness,Low Awareness,Low Awareness
Orthopedic,Maybe,Other,no,no,no,no,15-25,Male,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,1.6,0.34,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Female,speciality,"2,00,001 - 4,00,000",no_response,immediately,doctor_or_specialist,no_response,Unaware,no_response,4,1,2,1,1,0,1,0,2,0,0,0,0,12,45,4.8,3.88,Low Awareness,High Awareness,High Awareness,High Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,maybe,maybe,maybe,maybe,41-60,Male,high school,"above 8,00,000",family/friend,immediately,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",call_emergency_services,0,1,1,0,0,1,0,0,2,0,3,3,3,11,44,4.4,3.79,Low Awareness,Low Awareness,High Awareness,Moderate Awareness,Low Awareness,Low Awareness,High Awareness,Low Awareness,High Awareness,High Awareness
Physician,No,Immediately,yes,no,no,no,15-25,Female,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,2,1,0,2,0,0,0,0,0,0,0,9,21,3.6,1.81,Low Awareness,Moderate Awareness,Low Awareness,High Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness,Low Awareness
