"if_you_experience_symptoms_of_warning_signs,_which_specialist_would_you_consult?",do_you_know_what_is_a_brain_stroke?,how_soon_would_you_consult_a_specialist_after_experiencing_the_first_symptom?,"do_you_think_sudden_confusion_,trouble_speaking_or_understanding_speech_is_a_stroke_symptom?","do_you_think_sudden_numbness_or_weakness_of_face,_arm_or_leg_is_a_symptom_of_stroke?",do_you_think_sudden_nosebleed_is_a_stroke_of_symptom?,do_you_think_trouble_seeing_in_one_or_both_the_eyes_is_a_stroke_symptom?,age,gender,educational_level,salary,first_contact_after_experiencing_symptom,how_soon_treatment_should_be_taken_after_noticing_symptoms,where_to_go_after_experiencing_symptoms_of_brain_stroke,stroke_symptoms,risk_factors,what_advice_would_you_give_for_someone_experiencing_stroke_symptoms,score_specialist,score_know_stroke,score_action_first_symptom,score_confusion,score_numbness,score_nosebleed,score_vision,score_first_contact,score_urgency,score_location,score_symptoms,score_risk,score_advice,score_symptoms_combined,total_raw_score,symptom_awareness_score,awareness_score
Physician,No,Within a week,maybe,maybe,maybe,maybe,41-60,Male,high school,"2,00,001 - 4,00,000",family/friend,after_checkup _or_medical_tests,hospital_or_medical_centre,no_response,Unaware,no_response,2,0,0,0,0,1,0,0,0,3,0,0,0,2,23,0.8,1.98
Orthopedic,Yes,Immediately,yes,yes,yes,yes,41-60,Female,other,not_specified,family/friend,immediately,other,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",seek_medical_help,0,1,2,1,1,0,1,0,2,0,2,3,0,18,48,7.2,4.14
Neurologist,Yes,Within a week,yes,maybe,yes,maybe,60+,Male,high school,not_specified,emergency_services,after_few_days_(2-3days_or_week),hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,0,1,0,0,0,4,0,3,3,2,0,14,72,5.6,6.21
Physician,No,Within a day,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",family/friend,immediately,doctor_or_specialist,no_response,Unaware,seek_medical_help,2,0,1,1,1,0,1,0,2,0,0,0,0,12,31,4.8,2.67
Physician,No,Immediately,maybe,maybe,maybe,maybe,41-60,Female,undergraduate,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,2,0,0,1,0,0,0,0,0,0,0,2,14,0.8,1.21
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,not_specified,emergency_services,immediately,emergency_services,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,2,1,1,1,1,0,1,4,2,4,3,3,0,21,94,8.4,8.1
Physician,No,Within a week,no,no,yes,no,26-40,Male,high school,"6,00,001 - 8,00,000",no_response,no_response,hospital_or_medical_centre,no_response,Unaware,no_response,2,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0.0,1.81
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,emergency_services,"dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",other,2,1,1,1,1,0,1,4,2,4,0,4,0,12,88,4.8,7.59
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,undergraduate,"2,00,001 - 4,00,000",no_response,immediately,doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,2,1,2,1,1,0,1,0,2,0,3,3,0,21,57,8.4,4.91
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",doctor,after_checkup _or_medical_tests,hospital_or_medical_centre,"paralysis_or_weakness,dizziness",diabetes_or_obesity,seek_medical_help,2,1,1,1,1,0,1,0,0,3,1,1,0,15,47,6.0,4.05
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,family/friend,immediately,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",call_emergency_services,2,1,2,1,1,0,1,0,2,0,3,3,3,21,63,8.4,5.43
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",family/friend,after_few_days_(2-3days_or_week),doctor_or_specialist,speech_or_confusion,"diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,4,1,1,1,1,0,1,0,0,0,1,3,0,15,44,6.0,3.79
Physician,No,Immediately,yes,yes,yes,yes,41-60,Female,undergraduate,not_specified,family/friend,unaware,hospital_or_medical_centre,no_response,Unaware,seek_medical_help,2,0,2,1,1,0,1,0,0,3,0,0,0,12,39,4.8,3.36
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,family/friend,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache",other,seek_medical_help,2,1,2,1,1,0,1,0,2,3,3,0,0,21,63,8.4,5.43
Physician,No,Within a day,yes,yes,yes,yes,41-60,Male,high school,"4,00,001 - 6,00,000",doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,2,0,1,1,1,0,1,0,0,0,3,4,0,21,42,8.4,3.62
Neurologist,No,Within a day,no,no,no,no,26-40,Female,high school,"6,00,001 - 8,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,1,0,0,2,0,0,0,0,0,0,0,4,19,1.6,1.64
Physician,No,Within a day,yes,yes,yes,yes,26-40,Female,high school,"6,00,001 - 8,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,0,1,1,1,0,1,3,2,3,2,4,0,18,79,7.2,6.81
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"vision_problems,headache","diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,4,1,1,1,1,0,1,4,2,3,1,2,0,15,86,6.0,7.41
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",family/friend,after_few_days_(2-3days_or_week),other,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,2,1,1,1,1,0,1,0,0,0,3,4,0,21,47,8.4,4.05
Physician,No,Within a week,maybe,maybe,no,no,26-40,Male,graduate,"above 8,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86
"ENT (Ear, Nose, and Throat specialist)",No,Within a day,maybe,maybe,maybe,maybe,26-40,Female,high school,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,1,0,0,1,0,0,0,0,0,0,0,2,5,0.8,0.43
Neurologist,No,Within a day,maybe,no,maybe,maybe,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,1,0,0,1,0,0,0,0,0,0,0,2,17,0.8,1.47
Neurologist,Yes,Within a day,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,4,1,1,1,1,0,1,4,2,3,2,3,0,18,92,7.2,7.93
Orthopedic,No,Within a week,maybe,maybe,maybe,maybe,60+,Male,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.8,0.17
Physician,No,Within a day,no,no,maybe,maybe,26-40,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,1,0,0,1,0,0,0,0,0,0,0,2,11,0.8,0.95
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"4,00,001 - 6,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,2,1,1,0,1,4,2,3,3,4,0,21,95,8.4,8.19
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Male,high school,not_specified,doctor,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",avoid_food_or_drink_sleep,4,1,2,1,1,0,1,0,0,0,3,4,0,21,56,8.4,4.83
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",emergency_services,no_response,for_ct_scan_or_diagnostic,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",call_emergency_services,4,1,2,1,1,0,1,4,0,0,3,4,3,21,82,8.4,7.07
Neurologist,No,Within a day,maybe,no,no,maybe,60+,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,1,0,0,2,0,0,0,0,0,0,0,4,19,1.6,1.64
Physician,No,Within a day,no,maybe,maybe,maybe,15-25,Female,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,1,0,0,1,0,0,0,0,0,0,0,2,11,0.8,0.95
Neurologist,No,Within a week,maybe,no,no,no,26-40,Male,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,4,16,1.6,1.38
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,high school,"2,00,001 - 4,00,000",emergency_services,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",other,2,1,2,1,1,0,1,4,0,0,3,3,0,21,67,8.4,5.78
Neurologist,No,Within a week,no,no,no,no,15-25,Male,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,4,16,1.6,1.38
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,graduate,"4,00,001 - 6,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,2,1,1,0,1,3,2,3,3,4,0,21,90,8.4,7.76
Neurologist,No,Within a week,maybe,maybe,maybe,maybe,26-40,Female,high school,"4,00,001 - 6,00,000",family/friend,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,1,0,0,0,0,0,0,0,2,14,0.8,1.21
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,4,1,2,1,1,0,1,0,2,3,3,3,0,21,78,8.4,6.72
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Female,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,1,1,1,0,1,0,2,3,3,4,0,21,72,8.4,6.21
Physician,No,Within a week,no,maybe,no,no,41-60,Female,other,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,2,1,2,1,1,0,1,0,2,3,3,3,0,21,72,8.4,6.21
Orthopedic,No,Within a week,maybe,maybe,maybe,maybe,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.8,0.17
Physician,No,I would not consult a specialist,maybe,no,no,no,41-60,Male,high school,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86
Yes,Yes,Within a day,no,maybe,maybe,maybe,15-25,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,1,1,0,0,1,0,0,0,0,0,0,0,2,10,0.8,0.86
Neurologist,Yes,Within a day,yes,yes,yes,yes,26-40,Male,high school,"4,00,001 - 6,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",keep_the_person_calm,4,1,1,1,1,0,1,4,2,3,3,3,0,21,95,8.4,8.19
Neurologist,No,Within a day,no,maybe,maybe,maybe,26-40,Female,high school,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,1,0,0,1,0,0,0,0,0,0,0,2,17,0.8,1.47
Physician,No,Within a week,no,maybe,maybe,maybe,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0.8,0.69
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,2,1,1,0,1,4,2,3,3,4,0,21,89,8.4,7.67
Physician,No,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",emergency_services,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache",age_or_family_history_of_stroke_gender,keep_the_person_calm,2,0,2,1,1,0,1,4,0,3,3,1,0,21,71,8.4,6.12
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",keep_the_person_calm,2,1,2,1,1,0,1,4,2,3,3,3,0,21,92,8.4,7.93
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,graduate,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,1,1,1,0,1,0,2,3,2,4,0,18,69,7.2,5.95
Orthopedic,Yes,Immediately,yes,yes,yes,yes,41-60,Male,graduate,"4,00,001 - 6,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,0,1,2,1,1,0,1,4,2,3,3,3,3,21,92,8.4,7.93
Physician,No,Within a day,maybe,maybe,maybe,maybe,15-25,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,1,0,0,1,0,0,0,0,0,0,0,2,11,0.8,0.95
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,2,1,1,0,1,0,2,3,1,4,0,15,69,6.0,5.95
Physician,No,Immediately,maybe,maybe,no,maybe,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,2,0,0,2,0,0,0,0,0,0,0,4,16,1.6,1.38
Orthopedic,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,1,1,1,0,1,0,2,3,2,4,0,18,63,7.2,5.43
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Female,graduate,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness","diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,1,1,1,0,1,4,2,3,2,3,0,18,86,7.2,7.41
Physician,Yes,Within a day,yes,yes,maybe,maybe,60+,Female,undergraduate,not_specified,family/friend,after_few_days_(2-3days_or_week),doctor_or_specialist,"vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",seek_medical_help,2,1,1,1,1,1,0,0,0,0,1,3,0,15,38,6.0,3.28
Physician,Yes,Within a day,maybe,maybe,maybe,maybe,41-60,Female,high school,not_specified,family/friend,immediately,hospital_or_medical_centre,"paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",seek_medical_help,2,1,1,0,0,1,0,0,2,3,2,4,0,8,59,3.2,5.09
Physician,Yes,Immediately,maybe,maybe,maybe,maybe,41-60,Female,undergraduate,not_specified,family/friend,immediately,doctor_or_specialist,"vision_problems,dizziness,headache",Unaware,seek_medical_help,2,1,2,0,0,1,0,0,2,0,1,0,0,5,32,2.0,2.76
Neurologist,Yes,Within a day,maybe,maybe,maybe,maybe,41-60,Female,graduate,not_specified,doctor,after_few_days_(2-3days_or_week),Unknown /No Response,"paralysis_or_weakness,vision_problems,headache",Unaware,other,4,1,1,0,0,1,0,0,0,0,2,0,0,8,28,3.2,2.41
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",keep_the_person_calm,2,1,1,1,1,0,1,0,2,3,3,3,0,21,69,8.4,5.95
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,60+,Male,graduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,2,1,1,0,1,4,2,3,3,3,0,21,86,8.4,7.41
Orthopedic,Yes,Within a day,yes,yes,yes,yes,26-40,Female,graduate,"4,00,001 - 6,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",keep_the_person_calm,0,1,1,1,1,0,1,0,2,3,3,4,0,21,66,8.4,5.69
Physician,Yes,Within a week,yes,yes,yes,yes,41-60,Female,high school,not_specified,hospital,immediately,hospital_or_medical_centre,"vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,2,1,0,1,1,0,1,3,2,3,1,4,0,15,78,6.0,6.72
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,2,1,1,1,1,0,1,0,2,3,3,3,0,21,69,8.4,5.95
Physician,No,Immediately,yes,yes,yes,yes,60+,Female,high school,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,2,0,2,1,1,0,1,3,2,3,3,4,0,21,85,8.4,7.33
Physician,No,Within a week,no,no,no,no,60+,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,2,0,0,0,0,0,0,0,4,10,1.6,0.86
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",no_response,4,1,1,1,1,0,1,3,2,3,3,4,0,21,93,8.4,8.02
Orthopedic,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"4,00,001 - 6,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,1,1,1,0,1,0,2,3,3,2,0,21,60,8.4,5.17
Neurologist,No,Within a day,no,maybe,no,no,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,1,0,0,2,0,0,0,0,0,0,0,4,19,1.6,1.64
Neurologist,No,Within a week,maybe,no,maybe,maybe,60+,Male,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,unaware,4,0,0,0,0,1,0,0,0,0,0,0,0,2,14,0.8,1.21
Physician,Yes,Immediately,maybe,maybe,maybe,maybe,60+,Female,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",call_emergency_services,2,1,2,0,0,1,0,0,2,3,3,4,3,11,71,4.4,6.12
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a week,yes,yes,yes,yes,26-40,Female,high school,"4,00,001 - 6,00,000",hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,3,2,3,3,4,0,21,78,8.4,6.72
Orthopedic,No,Within a day,maybe,no,maybe,no,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,1,0,0,1,0,0,0,0,0,0,0,2,5,0.8,0.43
Neurologist,No,Immediately,no,no,no,no,15-25,Female,high school,not_specified,doctor,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,2,0,0,2,0,0,0,0,0,0,0,4,22,1.6,1.9
Orthopedic,No,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,0,0,2,1,1,0,1,0,2,3,3,3,3,21,67,8.4,5.78
Neurologist,No,Immediately,maybe,maybe,no,maybe,15-25,Male,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,2,0,0,2,0,0,0,0,0,0,0,4,22,1.6,1.9
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,other,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,2,1,1,1,1,0,1,4,2,0,2,3,0,18,71,7.2,6.12
Physician,No,Immediately,maybe,no,maybe,maybe,15-25,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,2,0,0,1,0,0,0,0,0,0,0,2,14,0.8,1.21
Physician,No,Within a month,maybe,maybe,maybe,maybe,15-25,Male,high school,not_specified,doctor,unaware,hospital_or_medical_centre,no_response,Unaware,no_response,2,0,0,0,0,1,0,0,0,3,0,0,0,2,23,0.8,1.98
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,1,1,1,0,1,0,2,3,3,3,0,21,69,8.4,5.95
Orthopedic,No,Within a month,no,no,no,no,41-60,Male,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,4,1.6,0.34
Orthopedic,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,1,1,1,0,1,0,2,3,3,4,0,21,66,8.4,5.69
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Male,other,"2,00,001 - 4,00,000",doctor,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,0,0,3,3,4,0,21,71,8.4,6.12
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,1,1,1,0,1,0,2,3,3,4,0,21,78,8.4,6.72
